z0, 0.24909188539305166, 0.4441891493873481, 0.15335948260979998, 0.15335948260979998, 0.1884765625, 0.29296875, 0.2724609375, 0.24609375, 2.220446049250313e-16, -1.1102230246251565e-16, 0.9999999999999999, -0.18161728981713599, 0.5478862235645489, 0.16840385193211455, 0.640040435214382  
z0, 0.24909188539305166, 0.4441891493873481, 0.15335948260979998, 0.15335948260979998, 0.19140625, 0.3291015625, 0.1962890625, 0.283203125, 2.220446049250313e-16, -1.1102230246251565e-16, 0.9999999999999999, -0.11029709884862327, 0.7866285775393999, 0.3609342650194026, 0.7068435679878246  
z0, 0.24909188539305166, 0.4441891493873481, 0.15335948260979998, 0.15335948260979998, 0.22265625, 0.4423828125, 0.1611328125, 0.173828125, 2.220446049250313e-16, -1.1102230246251565e-16, 0.9999999999999999, 0.12747995652649347, 0.11482240577164404, 0.8645269820711092, 0.9904357771331298  
z0, 0.24909188539305166, 0.4441891493873481, 0.15335948260979998, 0.15335948260979998, 0.2177734375, 0.3251953125, 0.193359375, 0.263671875, 2.220446049250313e-16, -1.1102230246251565e-16, 0.9999999999999999, -0.2553034321673776, 0.6774794168158598, 0.4749513170350954, 0.7742613701214976  
z0, 0.24909188539305166, 0.4441891493873481, 0.15335948260979998, 0.15335948260979998, 0.1884765625, 0.416015625, 0.212890625, 0.1826171875, 2.220446049250313e-16, -1.1102230246251565e-16, 0.9999999999999999, 0.22996116478481565, 0.15007400090177953, 0.579249619205202, 0.951803382606078  
z1, 0.08811480609093661, 0.15604201014385227, 0.5861661118371246, 0.1696770719280859, 0.1181640625, 0.1630859375, 0.5693359375, 0.1494140625, 5.551115123125783e-16, 2.220446049250313e-16, -0.9999999999999999, -0.13155890040274937, -0.11124316650674404, -0.8238028577705039, 0.9894116175103376  
z1, 0.08811480609093661, 0.15604201014385227, 0.5861661118371246, 0.1696770719280859, 0.349609375, 0.1767578125, 0.259765625, 0.2138671875, 5.551115123125783e-16, 2.220446049250313e-16, -0.9999999999999999, -1.4003258055274275, 0.4301146530381367, 0.5960995858935692, 0.3115437055075888  
z1, 0.08811480609093661, 0.15604201014385227, 0.5861661118371246, 0.1696770719280859, 0.451171875, 0.1015625, 0.193359375, 0.25390625, 5.551115123125783e-16, 2.220446049250313e-16, -0.9999999999999999, -2.2105968727881473, 0.7389103224900823, 0.9181392876300021, 0.3167486195473613  
z1, 0.08811480609093661, 0.15604201014385227, 0.5861661118371246, 0.1696770719280859, 0.3056640625, 0.1650390625, 0.3681640625, 0.1611328125, 5.551115123125783e-16, 2.220446049250313e-16, -0.9999999999999999, -1.1628185516054754, 0.06987520002666847, 0.251126887476548, 0.3946329951196825  
z1, 0.08811480609093661, 0.15604201014385227, 0.5861661118371246, 0.1696770719280859, 0.5595703125, 0.1591796875, 0.099609375, 0.181640625, 5.551115123125783e-16, 2.220446049250313e-16, -0.9999999999999999, -2.5879126444375933, 0.3442308940448308, 1.6786157649784854, 0.22958647943768679  
x0, 0.06678135231275588, 0.4468716769214004, 0.3166698988377573, 0.1696770719280859, 0.203125, 0.3583984375, 0.212890625, 0.2255859375, 1.0, 1.6653345369377348e-16, -5.551115123125783e-17, -0.05118919819301504, 0.42876532665522726, 0.4825110151370656, 0.46047263595269344  
x0, 0.06678135231275588, 0.4468716769214004, 0.3166698988377573, 0.1696770719280859, 0.1416015625, 0.3427734375, 0.3017578125, 0.2138671875, 1.0, 1.6653345369377348e-16, -5.551115123125783e-17, 0.24643306328250147, 0.31872988291861165, 0.06426605235565674, 0.8020157103561977  
x0, 0.06678135231275588, 0.4468716769214004, 0.3166698988377573, 0.1696770719280859, 0.203125, 0.353515625, 0.2080078125, 0.2353515625, 1.0, 1.6653345369377348e-16, -5.551115123125783e-17, -0.07186896871281068, 0.49055330134853453, 0.4734074768877397, 0.44757983587529787  
x0, 0.06678135231275588, 0.4468716769214004, 0.3166698988377573, 0.1696770719280859, 0.158203125, 0.4033203125, 0.2177734375, 0.220703125, 1.0, 1.6653345369377348e-16, -5.551115123125783e-17, 0.33490548092178274, 0.3740929204429429, 0.3977317084333829, 0.7614223503534766  
x0, 0.06678135231275588, 0.4468716769214004, 0.3166698988377573, 0.1696770719280859, 0.1904296875, 0.3740234375, 0.2685546875, 0.1669921875, 1.0, 1.6653345369377348e-16, -5.551115123125783e-17, 0.10113983110422231, 0.050246175341311816, 0.41299131546433576, 0.6181115351977571  
x1, 0.27042533917123235, 0.15335948260979979, 0.42285569560916725, 0.15335948260979987, 0.4033203125, 0.1884765625, 0.2490234375, 0.1591796875, -0.9999999999999997, -3.3306690738754696e-16, -9.020562075079397e-17, -1.6270449163501128, 0.11399995864590684, 0.8893325967231547, 0.9379106561557334  
x1, 0.27042533917123235, 0.15335948260979979, 0.42285569560916725, 0.15335948260979987, 0.34765625, 0.1962890625, 0.3115234375, 0.14453125, -0.9999999999999997, -3.3306690738754696e-16, -9.020562075079397e-17, -1.2887149220556087, -0.01032241197229089, 0.5914384679609057, 0.9544164754535474  
x1, 0.27042533917123235, 0.15335948260979979, 0.42285569560916725, 0.15335948260979987, 0.4140625, 0.1962890625, 0.2548828125, 0.134765625, -0.9999999999999997, -3.3306690738754696e-16, -9.020562075079397e-17, -1.6477042159469606, -0.03454335318841384, 0.9556525137667434, 0.9324463039442533  
